Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP23,OUT019,811.8471
FDX12,OUT013,798.4097
FDN40,OUT018,819.82965
FDV48,OUT035,795.2329
NCY54,OUT013,800.58215
FDL16,OUT010,823.3997
FDR45,OUT018,840.20135
FDJ52,OUT046,806.0356
DRG01,OUT017,806.2121
FDP52,OUT013,803.5786
FDU58,OUT017,817.4973
FDL02,OUT045,818.2253
FDG28,OUT013,794.7886
FDA19,OUT035,799.3746
FDW46,OUT027,822.9872
NCD43,OUT049,813.79016
DRG39,OUT013,782.48846
NCF55,OUT049,806.3697
FDJ07,OUT046,806.9818
FDE08,OUT046,807.04193
FDP56,OUT019,799.27594
FDT45,OUT045,816.64087
FDF17,OUT018,820.79675
FDX44,OUT046,798.9934
FDM28,OUT027,827.5082
FDI36,OUT049,819.65186
FDS07,OUT045,805.7145
FDD36,OUT045,806.4594
FDW11,OUT046,807.97845
FDN40,OUT049,817.434
NCQ18,OUT049,820.4303
NCQ54,OUT017,823.3606
NCS42,OUT045,807.38885
DRH39,OUT010,817.3759
FDC09,OUT027,820.53
FDT08,OUT010,826.04346
FDC08,OUT035,804.7212
FDT20,OUT017,812.0186
FDS35,OUT035,799.4885
FDX58,OUT018,838.73883
FDW58,OUT046,807.2956
DRD27,OUT046,801.91815
FDH32,OUT019,803.8595
FDS26,OUT035,808.5032
FDQ31,OUT046,798.4369
FDP11,OUT018,836.3497
FDD58,OUT017,815.08716
FDM33,OUT045,826.85596
FDZ16,OUT049,823.01404
NCS29,OUT010,827.0006
NCM18,OUT019,796.8211
FDP11,OUT049,830.8151
NCC42,OUT017,814.6315
DRM23,OUT046,811.4636
NCN55,OUT027,821.1779
FDK46,OUT013,808.7368
FDR01,OUT046,807.9278
NCA05,OUT045,813.47687
NCP43,OUT017,818.8135
FDR12,OUT010,819.4959
FDQ01,OUT013,811.69147
FDM13,OUT046,799.48364
FDQ19,OUT017,816.0498
FDK56,OUT019,810.2666
NCX06,OUT010,833.0959
FDO56,OUT027,821.8527
FDU45,OUT045,814.2954
FDI16,OUT019,798.701
FDL32,OUT046,800.9278
FDA07,OUT046,797.7433
FDA14,OUT045,805.4163
FDV46,OUT027,832.3782
NCO07,OUT035,798.5457
NCP41,OUT046,805.81415
FDY60,OUT018,824.55414
FDN38,OUT017,824.6886
FDO15,OUT046,813.231
FDT60,OUT013,795.69806
FDA55,OUT035,805.63153
FDE02,OUT010,827.61127
DRJ39,OUT049,827.33105
FDV34,OUT035,798.7956
FDS20,OUT027,828.723
FDF02,OUT027,821.40295
FDW40,OUT017,816.8621
NCB43,OUT046,814.2778
FDR58,OUT017,812.8258
DRJ59,OUT035,790.1699
NCD30,OUT017,822.5904
FDE14,OUT017,819.62573
FDC28,OUT018,817.60754
FDU16,OUT018,822.2107
NCD19,OUT035,796.09576
FDU21,OUT046,804.7897
FDV59,OUT027,828.8016
FDU03,OUT045,809.8906
FDC33,OUT010,817.3726
NCR42,OUT035,795.00146
DRH59,OUT035,792.21564
NCM31,OUT035,793.68604
FDS50,OUT035,803.67395
FDP39,OUT046,809.62354
FDQ55,OUT013,793.74634
FDV36,OUT019,798.32513
FDI05,OUT027,817.16113
FDS45,OUT027,822.9706
FDA39,OUT045,800.8482
FDC37,OUT010,822.575
FDJ60,OUT027,818.39905
DRQ35,OUT046,800.89496
NCJ06,OUT046,807.04016
NCY42,OUT018,825.66187
DRM37,OUT049,816.03217
FDR14,OUT045,795.90125
FDE51,OUT049,809.7349
FDT33,OUT017,817.4317
FDR08,OUT013,800.83435
FDE36,OUT010,816.3263
FDL22,OUT019,801.42804
FDR44,OUT013,794.245
FDI56,OUT019,805.6554
FDE47,OUT010,834.5151
FDV27,OUT010,817.30597
FDV10,OUT049,813.5676
FDC40,OUT045,793.8032
NCX41,OUT013,799.34845
NCQ38,OUT027,815.8191
FDV12,OUT027,817.0022
FDE52,OUT017,804.249
FDG20,OUT027,826.82196
FDV16,OUT027,813.53253
FDI32,OUT017,826.1592
FDJ32,OUT049,810.68097
FDN39,OUT018,835.5161
FDY34,OUT017,819.2704
FDC14,OUT035,803.8006
FDA55,OUT017,824.74115
FDZ50,OUT010,811.9428
DRG13,OUT049,816.6014
FDP01,OUT013,793.0726
NCG54,OUT017,819.8077
FDM13,OUT045,808.29865
NCO18,OUT027,829.8892
NCW41,OUT013,797.0364
FDM52,OUT027,825.04034
NCF55,OUT035,793.23724
FDT09,OUT046,807.80304
NCM19,OUT035,797.2373
FDW12,OUT018,822.77747
FDP15,OUT019,809.011
FDK36,OUT045,795.1354
FDZ25,OUT035,809.80865
NCW06,OUT049,827.0596
FDW60,OUT046,805.7836
DRC49,OUT013,788.6874
NCT17,OUT035,805.86664
NCN06,OUT018,830.9229
FDC45,OUT013,804.7302
DRJ47,OUT019,802.1286
NCF06,OUT045,815.3226
FDE21,OUT010,821.9242
DRG27,OUT013,779.0856
FDW40,OUT049,817.4764
NCO53,OUT046,816.10046
FDE23,OUT049,833.49756
FDQ16,OUT046,806.76324
FDS26,OUT045,816.6956
FDZ13,OUT010,823.5889
FDS14,OUT049,819.6409
FDC10,OUT045,810.96
FDY16,OUT049,817.9759
FDJ20,OUT035,804.9852
FDV43,OUT035,802.6515
FDZ32,OUT027,821.1906
FDR23,OUT046,819.1957
FDN24,OUT035,799.28656
FDE34,OUT027,838.6523
FDU31,OUT013,795.7881
FDW33,OUT018,834.5501
FDU26,OUT046,801.2426
FDE20,OUT027,821.5348
NCW05,OUT035,808.7321
FDB22,OUT018,832.3979
FDO56,OUT046,797.1489
FDA19,OUT027,827.5659
DRI39,OUT045,797.4543
FDH52,OUT018,816.78766
FDZ50,OUT035,805.5426
NCN42,OUT035,807.75256
FDB53,OUT013,799.47943
DRG11,OUT017,802.06494
DRK11,OUT027,807.7436
FDQ60,OUT017,810.92236
FDT36,OUT017,810.345
DRG25,OUT018,821.6252
DRJ23,OUT046,810.46814
FDG05,OUT035,799.54456
NCK06,OUT018,822.82666
FDU52,OUT017,814.29724
FDW07,OUT018,829.2771
NCM17,OUT045,793.85895
FDA22,OUT045,814.3641
NCA41,OUT018,829.1812
FDF38,OUT035,801.8066
FDH52,OUT046,799.8099
FDY58,OUT019,806.6405
FDZ16,OUT045,813.13385
NCM18,OUT017,814.0435
FDA22,OUT018,837.8261
NCJ43,OUT035,802.93353
FDI34,OUT027,829.7593
FDG56,OUT046,797.0088
FDS34,OUT046,810.244
DRC01,OUT035,789.6979
FDQ04,OUT035,792.5549
FDK04,OUT035,793.4161
FDT51,OUT049,827.9713
FDV26,OUT017,817.8738
FDS04,OUT049,816.4392
FDW43,OUT018,833.2404
FDQ28,OUT010,820.90344
NCK06,OUT017,806.4627
FDS23,OUT018,827.5972
FDZ36,OUT019,801.42426
FDE56,OUT018,827.9334
FDW10,OUT027,832.98175
NCN14,OUT045,818.1787
NCQ18,OUT045,817.35114
FDW08,OUT017,814.256
FDU43,OUT035,807.6224
FDR33,OUT010,826.6887
FDM24,OUT010,819.1661
NCZ05,OUT046,803.5582
NCV41,OUT035,801.44244
FDV11,OUT018,828.4818
NCY05,OUT035,797.55347
FDV44,OUT018,826.88354
FDW32,OUT049,819.4437
NCU18,OUT027,829.942
NCC43,OUT035,808.13165
FDW19,OUT013,793.7227
FDN31,OUT035,804.0841
FDI48,OUT045,798.628
FDS24,OUT017,821.7965
FDF46,OUT049,818.3142
DRG23,OUT017,808.2192
FDG14,OUT018,829.95135
NCY30,OUT049,827.6123
FDO28,OUT018,816.07
DRD24,OUT035,793.56226
FDI33,OUT049,825.8406
FDN32,OUT046,805.5979
FDR16,OUT045,804.55255
FDF26,OUT046,806.73895
NCN29,OUT018,821.82965
FDE20,OUT045,804.6036
FDA46,OUT046,811.92145
FDU28,OUT045,812.0783
FDQ48,OUT045,802.7204
FDV36,OUT013,798.7129
FDR14,OUT018,816.7671
FDP23,OUT017,823.4849
FDP56,OUT013,792.5524
FDK48,OUT010,814.8314
FDR48,OUT046,810.06323
NCY29,OUT049,817.9224
FDM22,OUT018,827.65283
DRJ01,OUT013,789.8485
FDZ43,OUT045,809.6134
FDV03,OUT035,813.55005
FDX11,OUT027,821.4918
NCA41,OUT027,821.23737
FDE38,OUT017,813.09784
FDI27,OUT018,812.9658
FDN32,OUT013,801.21735
NCN43,OUT017,807.674
FDB47,OUT027,837.67975
FDV03,OUT017,832.6122
NCN30,OUT045,814.275
NCV54,OUT010,824.21344
FDV07,OUT013,795.473
FDP07,OUT049,826.1737
FDK48,OUT018,816.262
FDM15,OUT019,811.8883
FDY19,OUT027,826.66675
FDK46,OUT046,812.9976
FDY11,OUT045,794.7042
FDH09,OUT046,809.91223
FDO08,OUT027,823.5678
FDU14,OUT013,794.7511
FDD22,OUT027,835.52997
FDM27,OUT017,830.0922
FDL02,OUT027,820.57043
NCA17,OUT035,806.5796
FDE38,OUT019,801.4518
NCG07,OUT049,824.595
DRC27,OUT013,791.6097
FDA27,OUT035,808.4763
FDW40,OUT045,805.7686
DRI11,OUT013,777.95105
FDN50,OUT046,809.17645
FDR12,OUT046,806.6587
FDT34,OUT027,838.8584
FDW11,OUT035,800.82745
NCO30,OUT027,829.6675
FDZ34,OUT017,823.9569
FDU45,OUT017,821.8088
NCD42,OUT035,798.17426
FDX25,OUT045,819.0674
NCR29,OUT046,801.0447
FDX43,OUT019,796.8935
FDB04,OUT010,804.81305
FDR49,OUT027,821.3179
FDS39,OUT018,824.9382
FDW58,OUT045,824.0563
FDG22,OUT019,798.579
FDG31,OUT017,823.4578
NCV53,OUT027,820.6948
DRJ37,OUT035,792.4329
FDV07,OUT035,799.57825
FDW52,OUT018,823.22565
FDT15,OUT045,809.1409
FDD02,OUT018,831.15094
FDM16,OUT035,794.0091
NCE55,OUT046,806.05615
FDB57,OUT018,832.8095
FDQ04,OUT013,785.982
FDQ47,OUT019,812.49194
FDY14,OUT019,800.58673
DRK37,OUT017,804.04987
FDO25,OUT017,817.25024
FDL57,OUT046,813.98413
NCK29,OUT018,823.7401
FDK46,OUT027,836.0054
NCB43,OUT010,838.6073
DRE01,OUT027,825.7002
FDC46,OUT018,845.2003
FDQ23,OUT045,807.67944
FDX38,OUT049,810.7616
FDG60,OUT018,835.7826
FDW55,OUT017,820.0974
FDP39,OUT013,801.0712
FDB20,OUT018,821.62933
FDV21,OUT017,823.96387
FDZ02,OUT013,778.1628
FDP19,OUT027,833.404
FDA38,OUT035,800.49036
FDH22,OUT045,813.7461
DRM11,OUT045,799.8056
FDO12,OUT027,822.1798
FDT14,OUT049,815.24036
FDW34,OUT010,835.0992
FDG04,OUT027,826.44135
FDW59,OUT018,825.9745
FDR33,OUT018,830.7049
FDP32,OUT013,793.48987
FDL13,OUT027,811.9928
FDD22,OUT013,800.06146
FDV40,OUT027,819.2288
NCD55,OUT046,797.4921
FDQ20,OUT010,816.58325
FDD28,OUT045,798.6398
FDC39,OUT045,805.2616
NCR17,OUT049,817.3723
DRO35,OUT018,815.0321
FDF40,OUT049,822.1349
FDR31,OUT018,824.0365
NCQ41,OUT017,815.6899
FDP38,OUT046,800.9022
NCU54,OUT027,833.8042
FDG22,OUT018,828.8572
DRK59,OUT013,784.08
FDC37,OUT046,807.1001
NCO42,OUT013,806.17224
NCT42,OUT017,809.89954
FDX27,OUT035,801.5788
FDV40,OUT018,821.87787
FDT45,OUT027,830.5294
FDS47,OUT019,815.67145
FDR45,OUT035,809.0374
FDB03,OUT045,808.951
FDO49,OUT035,792.6688
FDU60,OUT027,818.2708
FDB26,OUT018,826.4423
FDB46,OUT017,824.6094
FDQ37,OUT019,800.39746
FDN03,OUT017,826.16125
NCX30,OUT045,823.7074
FDK32,OUT019,798.7233
DRM47,OUT013,781.98
NCO02,OUT046,799.01215
FDP04,OUT013,793.32654
NCO43,OUT049,805.79614
FDD59,OUT013,801.0075
FDQ10,OUT017,824.51495
FDW45,OUT035,807.24646
NCK30,OUT049,830.78796
FDU31,OUT018,828.69116
NCQ17,OUT019,803.38055
FDN01,OUT017,813.43634
FDZ19,OUT049,815.4419
DRG37,OUT017,811.09375
FDE32,OUT045,808.77234
FDO34,OUT049,829.01514
FDM04,OUT019,788.09863
FDZ25,OUT049,826.24396
FDU08,OUT049,812.7027
NCW30,OUT045,814.3068
NCM18,OUT013,796.13556
FDS22,OUT035,800.43274
NCH18,OUT017,820.8107
FDC23,OUT013,810.8971
FDY46,OUT013,811.09686
NCU06,OUT046,814.5812
FDX57,OUT045,815.1371
FDX36,OUT027,823.65045
FDL16,OUT045,803.1173
FDT16,OUT010,822.1159
FDN16,OUT018,820.5435
FDC03,OUT046,806.7158
DRF60,OUT013,793.5641
FDS27,OUT027,823.02106
FDP33,OUT010,844.0636
FDJ36,OUT018,827.04956
NCR42,OUT013,789.8205
FDV14,OUT017,811.6577
NCP42,OUT035,805.1356
FDB50,OUT027,823.3427
NCC30,OUT027,829.9594
FDA23,OUT018,819.97833
FDW16,OUT017,814.8015
FDQ52,OUT010,834.6604
FDB58,OUT049,818.2813
NCP29,OUT049,816.09467
NCM05,OUT045,812.62384
FDO25,OUT013,795.3611
NCM54,OUT046,804.6479
NCL54,OUT046,804.1948
FDL39,OUT010,811.9511
FDF53,OUT018,828.42773
NCQ42,OUT035,806.79913
FDF58,OUT013,797.40063
FDZ04,OUT035,794.2594
FDE26,OUT019,804.0734
FDS60,OUT017,826.251
FDV58,OUT017,836.3065
FDM04,OUT045,795.55634
FDE08,OUT035,806.1444
NCB43,OUT049,829.67755
FDU11,OUT010,825.38074
FDF22,OUT019,807.12427
FDE24,OUT013,799.7266
DRJ49,OUT046,802.0754
NCQ53,OUT035,811.07574
NCL41,OUT013,788.4292
FDR22,OUT013,797.42175
FDH04,OUT035,793.69403
DRH15,OUT045,792.0111
FDY40,OUT049,812.2688
NCI17,OUT035,801.8685
NCC18,OUT013,804.93463
FDY28,OUT027,822.5104
FDB45,OUT027,825.41583
NCL30,OUT018,831.6181
FDM10,OUT017,833.22565
FDH22,OUT027,838.07904
NCZ53,OUT017,813.46063
NCI18,OUT013,807.3174
FDH14,OUT027,818.6796
FDR36,OUT027,818.32404
FDW01,OUT045,813.2021
FDK02,OUT027,822.4912
FDJ02,OUT018,833.10315
FDU55,OUT013,802.826
NCV18,OUT027,829.62085
FDH14,OUT018,833.50916
FDZ37,OUT045,801.14813
FDX49,OUT049,824.31683
NCD43,OUT046,797.6452
FDZ07,OUT013,795.92944
FDK43,OUT035,807.6029
FDR32,OUT018,829.77344
FDT39,OUT013,797.8382
NCV54,OUT017,814.4845
FDF38,OUT018,824.18536
FDV60,OUT046,814.13617
FDH44,OUT027,821.7847
FDS21,OUT046,806.2671
NCL41,OUT045,795.6177
FDM46,OUT017,817.09595
FDU27,OUT045,813.46405
NCJ54,OUT017,820.9025
DRG51,OUT018,818.44556
NCA29,OUT019,797.3238
FDR47,OUT045,827.72485
NCL19,OUT027,816.6262
DRG01,OUT049,811.28326
FDG10,OUT046,803.02893
NCV05,OUT049,819.65515
NCH18,OUT019,801.7222
FDV14,OUT018,819.3714
DRJ23,OUT035,805.4316
DRJ11,OUT046,805.31775
FDZ03,OUT017,812.05707
FDI27,OUT010,801.168
FDJ14,OUT018,826.6878
FDU32,OUT017,813.38837
FDD47,OUT027,837.3588
DRF36,OUT035,797.3667
FDM21,OUT046,817.7945
FDV10,OUT018,824.27155
FDH60,OUT018,833.55286
FDX47,OUT010,821.16284
FDT19,OUT019,808.33154
FDO11,OUT045,815.1925
FDH24,OUT027,822.41705
FDL02,OUT018,835.58185
FDB02,OUT049,822.2832
FDA43,OUT046,803.6358
FDG52,OUT045,801.1452
DRC12,OUT013,796.26404
FDY37,OUT018,832.7952
NCU18,OUT045,816.8008
FDU09,OUT035,798.9974
DRJ25,OUT027,819.3692
DRE12,OUT018,818.24554
DRL47,OUT017,818.14307
DRK01,OUT046,802.8553
FDC22,OUT019,812.4516
FDG44,OUT013,793.23895
FDW04,OUT035,796.9243
FDK09,OUT049,830.6197
NCN43,OUT035,796.0074
FDG04,OUT049,823.4296
FDH32,OUT010,825.2084
DRI47,OUT017,812.3229
DRE15,OUT013,782.5696
FDY11,OUT035,793.73126
FDO60,OUT049,818.8017
FDQ20,OUT018,819.19147
FDO57,OUT027,837.9065
FDT14,OUT019,798.1657
FDA57,OUT049,825.36
DRN35,OUT017,798.85254
FDJ03,OUT046,799.4213
FDX28,OUT017,810.3366
DRE25,OUT045,802.47595
FDR09,OUT046,817.1302
FDB23,OUT035,818.7937
FDO08,OUT045,805.4128
FDQ23,OUT049,814.0118
FDW04,OUT013,789.7429
DRK13,OUT010,829.3573
NCL17,OUT027,821.863
FDY21,OUT035,811.01587
FDJ38,OUT027,817.8982
FDA37,OUT019,804.03845
FDV43,OUT013,798.3083
FDL36,OUT046,807.1426
FDD53,OUT045,802.93964
FDZ19,OUT010,825.0429
FDV21,OUT045,819.697
NCL54,OUT018,830.16504
DRI47,OUT027,808.21576
DRG03,OUT049,823.3281
FDG21,OUT013,801.74615
FDW03,OUT018,826.76715
NCI55,OUT046,805.21155
DRC36,OUT019,799.487
FDH22,OUT017,817.2451
FDV20,OUT045,809.4037
NCU41,OUT027,822.2444
FDN46,OUT027,828.0225
FDK50,OUT045,804.69824
NCA05,OUT027,819.52
DRH01,OUT018,826.7976
FDT08,OUT018,828.01215
FDM08,OUT018,830.158
FDZ07,OUT035,799.04553
FDS22,OUT017,819.3772
FDV35,OUT027,829.0399
FDI28,OUT010,820.2813
FDW58,OUT027,830.9812
FDT52,OUT045,806.27057
FDY34,OUT046,807.9823
FDR10,OUT046,809.1985
FDK57,OUT017,819.7886
FDR02,OUT027,814.0281
FDX49,OUT046,810.21704
FDQ20,OUT046,797.1675
DRK23,OUT045,801.5299
NCW06,OUT046,809.88727
FDR31,OUT017,812.2419
NCE43,OUT013,801.97754
DRO59,OUT027,808.02106
FDN09,OUT049,828.0414
FDR11,OUT046,811.18976
FDO57,OUT013,814.44867
NCX18,OUT017,821.49493
FDB05,OUT018,825.2914
FDQ08,OUT018,822.475
NCG43,OUT035,804.9784
FDJ56,OUT013,799.4248
FDA13,OUT010,827.6776
FDO56,OUT017,814.3123
FDB37,OUT018,831.92725
FDZ02,OUT018,814.12604
FDQ24,OUT046,815.94324
FDM16,OUT013,786.00793
FDU35,OUT049,814.9042
FDT35,OUT035,811.44385
NCX30,OUT049,830.52924
FDG04,OUT017,819.9176
FDI12,OUT035,797.2652
FDE35,OUT035,807.2455
NCP14,OUT027,830.56335
NCY53,OUT045,811.0978
FDP49,OUT017,804.58636
FDQ04,OUT017,806.0733
FDM39,OUT035,798.3389
FDO58,OUT019,803.9438
FDC56,OUT017,815.3976
NCQ54,OUT046,807.8763
FDV10,OUT027,821.8073
NCK17,OUT046,801.2133
NCF55,OUT027,825.0875
FDV33,OUT013,798.0999
NCH29,OUT019,791.75446
FDA37,OUT027,818.63983
FDH46,OUT018,826.57465
FDS25,OUT035,806.6764
FDH04,OUT027,812.2855
FDX52,OUT046,805.57886
NCD42,OUT017,808.65826
FDW47,OUT017,825.19476
FDL25,OUT027,815.5345
NCJ06,OUT010,831.16394
FDY09,OUT013,807.1491
FDS40,OUT046,800.8936
FDH41,OUT017,819.5355
FDG38,OUT035,803.34076
FDU03,OUT027,828.25104
FDV20,OUT046,799.85626
DRB13,OUT045,796.9171
NCQ30,OUT013,792.5972
NCH06,OUT013,805.33594
FDU50,OUT018,813.2555
NCO42,OUT019,796.0618
FDW09,OUT018,828.2138
FDH04,OUT013,784.8196
FDC21,OUT045,804.1789
FDL21,OUT049,816.55365
FDM46,OUT010,833.5886
FDT22,OUT019,805.1846
FDB28,OUT035,799.5236
FDI12,OUT018,823.0697
FDA28,OUT045,804.5647
FDF59,OUT013,808.35565
FDM45,OUT027,826.09796
FDQ56,OUT017,813.0243
FDR46,OUT049,831.55786
FDT01,OUT013,804.25793
FDD16,OUT027,820.3027
NCU30,OUT010,822.4474
FDM40,OUT010,827.8199
FDI56,OUT035,799.7393
NCS30,OUT013,792.7362
FDU08,OUT017,813.8518
FDX51,OUT027,823.6413
FDA43,OUT045,806.569
FDX59,OUT010,820.6044
FDC37,OUT018,823.4385
FDP58,OUT013,809.64716
NCY42,OUT035,800.19885
FDF21,OUT018,828.8301
FDU10,OUT027,820.66003
DRL47,OUT018,820.6148
FDA58,OUT018,837.9722
FDJ22,OUT049,831.3687
FDK50,OUT046,805.8729
FDO38,OUT035,805.3868
DRF60,OUT035,795.1711
NCZ42,OUT019,799.109
FDD35,OUT049,829.3034
FDL25,OUT045,803.32336
FDJ16,OUT013,789.7503
DRK59,OUT049,813.8223
FDI50,OUT046,809.908
NCB19,OUT045,805.32587
DRI37,OUT035,792.25574
FDA14,OUT027,816.7754
FDC08,OUT018,836.25745
FDS45,OUT046,804.9902
FDI21,OUT049,813.7904
DRJ47,OUT035,804.4754
DRE37,OUT027,821.2985
FDT55,OUT018,828.27026
NCG42,OUT027,828.8833
FDA31,OUT049,816.06384
NCW42,OUT046,811.8818
FDF50,OUT017,814.8223
FDK56,OUT049,819.46564
FDX10,OUT035,800.29755
NCK07,OUT027,819.1796
FDZ49,OUT017,828.9223
FDR33,OUT013,796.16724
FDO44,OUT018,823.542
FDA20,OUT046,801.2279
NCL30,OUT045,818.764
FDI05,OUT019,798.61273
FDQ12,OUT018,829.6385
FDH47,OUT017,823.3004
FDH34,OUT018,835.88
FDF29,OUT046,803.7362
FDG40,OUT018,817.39746
NCE18,OUT017,821.2221
FDP21,OUT010,823.90265
FDY50,OUT013,780.00385
FDB36,OUT049,813.70166
NCZ29,OUT049,821.1154
FDU20,OUT018,827.0653
FDO56,OUT013,793.2932
FDW31,OUT049,818.3714
DRH59,OUT013,779.27313
NCB30,OUT017,822.37946
FDK43,OUT027,827.7274
FDW43,OUT045,814.4447
NCL19,OUT017,813.05414
FDJ27,OUT046,819.79956
FDC45,OUT046,810.07764
FDY40,OUT035,798.7219
NCM41,OUT035,801.50494
NCK18,OUT019,795.6096
FDP37,OUT049,820.2186
FDA27,OUT027,812.87067
NCX30,OUT035,813.09564
FDR09,OUT017,835.27466
FDG08,OUT027,828.4032
NCU30,OUT013,792.4705
FDB16,OUT017,802.8594
FDM16,OUT017,806.31726
FDC48,OUT013,789.92017
NCF18,OUT046,812.72235
FDU46,OUT018,826.1339
FDH41,OUT018,825.27246
NCN42,OUT010,832.4817
FDU49,OUT046,810.9839
FDB20,OUT027,826.4232
FDG50,OUT019,795.74854
FDW20,OUT045,811.4378
NCO55,OUT049,810.4419
FDX48,OUT046,807.9813
FDU48,OUT046,811.1059
FDR48,OUT019,808.0778
FDK27,OUT013,800.0279
FDT35,OUT013,801.007
FDN12,OUT049,820.9985
NCE31,OUT019,802.99066
FDL21,OUT017,817.5371
FDV56,OUT017,817.80914
FDR16,OUT017,814.3643
NCP41,OUT049,819.07623
FDJ27,OUT013,805.26636
FDA07,OUT017,811.6442
FDK55,OUT049,828.85834
FDM33,OUT049,830.61426
FDY46,OUT046,811.98645
FDD36,OUT046,806.3291
FDB12,OUT027,819.2669
FDF28,OUT019,793.70483
NCE07,OUT019,795.16187
FDW50,OUT027,817.6609
NCW18,OUT017,826.1741
NCJ17,OUT019,805.2405
DRZ24,OUT010,820.65735
FDS07,OUT035,800.4048
NCW05,OUT010,831.94574
FDZ22,OUT018,830.8462
FDK02,OUT046,804.9752
FDZ45,OUT027,833.7603
FDL25,OUT046,797.9156
FDS08,OUT045,801.18054
NCZ42,OUT027,830.7206
FDX57,OUT035,803.9693
FDF21,OUT046,799.0975
FDJ56,OUT018,828.5452
FDX10,OUT013,786.12646
DRG48,OUT035,788.49243
DRN37,OUT046,805.2026
NCY41,OUT018,824.36896
FDN28,OUT045,796.9885
FDE34,OUT045,819.3132
FDR10,OUT045,824.0784
FDC32,OUT017,822.99023
DRG13,OUT046,805.8249
FDP59,OUT049,825.8903
NCT53,OUT010,818.3681
FDL57,OUT027,829.77814
FDN32,OUT010,827.74146
FDK09,OUT018,844.97986
FDA52,OUT010,827.39435
FDC57,OUT049,824.34827
FDI09,OUT035,808.0913
NCB07,OUT046,813.5294
FDP26,OUT035,796.50757
FDP40,OUT027,813.9649
FDL15,OUT013,806.3865
FDV07,OUT046,798.49426
FDS03,OUT017,820.1816
FDE50,OUT049,829.6304
FDQ15,OUT017,836.0005
FDQ33,OUT010,836.01483
FDT22,OUT013,796.3564
DRO35,OUT035,796.5457
FDJ41,OUT049,824.27576
FDQ27,OUT035,807.4568
FDC26,OUT017,815.292
NCF43,OUT027,827.80725
NCR50,OUT035,808.0671
FDE39,OUT018,815.1715
FDN49,OUT027,815.3376
DRG11,OUT035,790.0503
NCA18,OUT049,817.0133
FDM36,OUT018,827.98834
FDW32,OUT017,822.37885
NCQ18,OUT010,831.4917
FDX14,OUT027,815.1289
FDD46,OUT017,818.26105
FDI34,OUT019,808.5066
NCJ17,OUT035,801.15796
FDB52,OUT035,805.7285
FDV55,OUT018,830.8271
FDC57,OUT046,800.7114
FDB29,OUT046,805.0701
NCO43,OUT035,792.52106
FDG44,OUT045,797.11786
FDJ34,OUT045,813.6079
FDH40,OUT049,813.1801
NCD07,OUT027,828.75604
FDB41,OUT017,815.4521
FDH47,OUT018,836.0709
DRK37,OUT035,789.74255
FDM25,OUT019,794.0286
NCX06,OUT045,820.33777
NCS05,OUT017,811.4054
FDS39,OUT045,803.60767
FDC47,OUT027,840.6297
FDG20,OUT013,802.03503
DRL23,OUT017,814.52405
FDY33,OUT013,798.1682
NCH18,OUT045,817.5995
FDX47,OUT035,800.61273
NCB06,OUT045,813.25653
FDP36,OUT049,811.70074
FDW44,OUT018,826.5314
NCU41,OUT018,831.06006
NCS17,OUT046,809.168
FDD46,OUT035,805.0962
FDE45,OUT017,817.54156
FDI09,OUT017,832.7561
NCJ54,OUT010,832.27844
NCA29,OUT018,829.83026
NCN41,OUT027,820.42145
FDY34,OUT035,802.7173
NCG55,OUT035,804.5549
DRM49,OUT046,804.91003
NCB42,OUT049,817.38696
FDE58,OUT045,823.5061
DRJ25,OUT013,791.5265
FDS47,OUT010,830.50977
FDY21,OUT049,833.07166
NCI54,OUT013,799.4146
FDO24,OUT017,819.5359
FDY43,OUT035,806.25824
FDF35,OUT018,839.4017
NCP29,OUT019,799.9399
FDN28,OUT027,813.47186
FDJ50,OUT018,820.0042
FDQ14,OUT027,816.6658
FDC37,OUT035,801.4518
FDN08,OUT046,799.1408
FDD04,OUT035,798.4043
FDW34,OUT018,840.0731
FDP04,OUT017,814.21716
NCG07,OUT017,820.01355
NCN14,OUT018,827.5902
FDJ16,OUT045,798.83997
NCM42,OUT045,805.4934
NCF19,OUT046,797.4854
FDY21,OUT018,847.1669
FDY19,OUT035,805.87225
FDV09,OUT045,818.03674
FDA28,OUT013,794.39825
FDC38,OUT018,834.802
FDL28,OUT045,806.4876
NCH43,OUT049,823.8417
NCN53,OUT045,790.8986
NCW05,OUT017,820.31354
NCO30,OUT018,834.5932
FDT04,OUT019,800.5666
FDB27,OUT018,819.55237
NCK07,OUT013,789.76544
NCA53,OUT013,787.09784
FDB33,OUT018,830.11066
FDU37,OUT017,817.14374
FDR13,OUT035,804.1509
FDE45,OUT049,818.1183
FDV37,OUT017,827.1869
FDX44,OUT019,799.83923
NCL06,OUT017,827.6892
FDJ28,OUT045,807.9212
FDX55,OUT049,823.38165
NCK17,OUT018,820.4165
FDH52,OUT035,794.3302
FDN13,OUT027,825.7288
FDK44,OUT018,833.8917
FDU16,OUT046,804.6459
FDZ07,OUT017,817.8135
NCN06,OUT027,833.0732
FDH02,OUT010,816.6591
NCW18,OUT045,820.9224
FDH57,OUT013,797.0634
FDV35,OUT045,828.52026
NCU29,OUT013,788.35004
NCP02,OUT046,794.118
FDN44,OUT013,798.62634
FDX03,OUT018,828.8018
